"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","photos/68","photos/69","photos/70","photos/71","photos/72","photos/73","photos/74","photos/75","photos/76","photos/77","photos/78","photos/79","photos/80","photos/81","photos/82","photos/83","photos/84","photos/85","photos/86","photos/87","photos/88","photos/89","photos/90","photos/91","photos/92","photos/93","photos/94","photos/95","photos/96","photos/97","photos/98","photos/99","photos/100","photos/101","photos/102","photos/103","price","url","yearBuilt"
"Minneapolis",,,"MN","1328 Vincent Ave N",,"55411","2","4","USD","BROUGHT BACK TO LIFE. THIS GREAT NEW REHAB PROPERTY IN MINNEAPOLIS IS READY TO HAVE A FAMILY LIVE INSIDE. COMPLETELY GUTTED AND REHABBED WITH NEW APPLIANCES, AND A BRAND NEW LOOK. PROPERTY WILL HAVE NEW AC (CENTRAL AIR) INSTALLED AS WELL. THIS IS A GREAT STARTER HOME AND WILL NOT LAST LONG. COME AND TAKE A PEAK.","44.992438","1685","-93.315538","https://photos.zillowstatic.com/p_f/ISznoygfe73j1u1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y12nksyejcu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5a8g6v1fapt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrzp4eoq6mcu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3z7wxzqt6dpt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1vdr1cf93su1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvs5kftmlyfpt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlxdm7kiyocu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnm38xmidqipt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfv141gaqrcu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3vs19v7716su1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9tplub2iucu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS33rd3o7u9xcu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvwo1lh3m10du1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqmp2bzdt2du1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242000","https://www.zillow.com/homedetails/1328-Vincent-Ave-N-Minneapolis-MN-55411/1850905_zpid/","1916"
"Minneapolis",,,"MN","2206 Ilion Ave N",,"55411","2","4","USD","Masks are required to enter this Home. Great home in the heart of Minneapolis with high ceilings and really nice updates. New windows and trim in 2017,New interior doors, New Flooring in the main level in 2020, New Interior and exterior paint ready for you make it a home. Agents and buyers to verify measurements.","45.001894","1620","-93.302523","https://maps.googleapis.com/maps/api/streetview?location=2206+Ilion+Ave+N%2C+Minneapolis%2C+MN+55411&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=RDpTX1Zwi7sBmg-pDOmAKuH5AC4=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220000","https://www.zillow.com/homedetails/2206-Ilion-Ave-N-Minneapolis-MN-55411/1839473_zpid/","1903"
"Minneapolis",,,"MN","903 Sheridan Ave N",,"55411","1","4","USD","Opportunity for multi-generational family to own and occupy this up and down duplex or owner occupant torent one of the units Two bedrooms up and two down. Features a double garage built in 2012. Interiorneeds TlC but you can make it yours by remodeling to suit yourself. Remodel costs considered in theprice. Great location - only 4 blocks from all the amenities of Worth Lake and Worth Park. Close topublic transportation. This is a must see for the family who wants to expend some sweat equity to makeit their own. Great location in Willard Hay.","44.987072","2880","-93.31246","https://maps.googleapis.com/maps/api/streetview?location=903+Sheridan+Ave+N%2C+Minneapolis%2C+MN+55411&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=jB-6i698SOI0qFmaJdfD8RAMBV4=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169900","https://www.zillow.com/homedetails/903-Sheridan-Ave-N-Minneapolis-MN-55411/1887776_zpid/","1912"
"Minneapolis",,,"MN","3731 Knox Ave N",,"55412","2","3","USD","Directly across the street from Folwell Park! This updated bungalow has an incredible list of features including an upper-level master suite with 2 walk-in closets and an office, 2 main floor bedrooms, main floor full bath, a newly finished basement, enclosed porches in the front and back, a fenced back yard, large detached 2 stall garage with storage space underneath. On top of all this the fridge, dishwasher, washer, and dryer are all within 2 years old. Come check this one out today!","45.023127","1826","-93.302269","https://photos.zillowstatic.com/p_f/ISz3xjb9mtb7tq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxu7t2il3atq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrsvawddvctq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISblqjsp95nftq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fo7aj5xeitq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8mvrc1p6ltq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2kj96xgyntq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwh7rzs8qqtq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qfv8to0ittq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdjqmks9wtq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdb78ggk1ztq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79vp9cct1uq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb17j7384l4uq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3v47pw3wc7uq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvo2v6qzn4auq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISni0jojvfwcuq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcy66dr7ofuq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76wun6nzfiuq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzxdwc4ipt0r1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzti50jr7luq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtr6ntejznuq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjnpu4nabrquq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhnimg63jtuq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bl64a2vawuq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4jul3ym2zuq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnygi3xteu1vq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfse6lqp6m4vq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mcu2klyd7vq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfaikdhq5avq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr98627dixcvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj36uj09apfvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx3i1u42hivq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r16jn0u8lvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkzt0hwl0ovq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnexhiasdsqvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8v504o5ktvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsi1c3bx3d1r1000000000.jpg","https://photos.zillowstatic.com/p_f/IS72tthxjxbwvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvqhzqfp3zvq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrpo5hkbhv1wq1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220000","https://www.zillow.com/homedetails/3731-Knox-Ave-N-Minneapolis-MN-55412/1720088_zpid/","1927"
"Minneapolis",,,"MN","4917 Morgan Ave N",,"55430","1","2","USD","Great rambler in convenient location. Fresh paint and hardwood flooring throughout most of main level. Ample windows create a bright and warm feeling. Additional living space and bath could easily be created in LL. Close to parks and shops with easy access to 100, 94 and 694.","45.04443","1185","-93.305857","https://photos.zillowstatic.com/p_f/ISb5yiwsfuni8w1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zv6embmfl8w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvstuvf7e7o8w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmrid936zq8w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgp6v2zxqt8w1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7anucwupiw8w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3liupqhaz8w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxi6cjm9229w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrgutci1u49w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbleib6etl79w1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fc6tz9lda9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8auat5d5d9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn28ism15xf9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfw56agxwoi9w1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7q3ur9togl9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzj1i93pg8o9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdz5rwk80r9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj7xt8qg0st9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1vhqjcsjw9w1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3vs58d8kbz9w1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoqtp64c32aw1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnioh7004v4aw1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcm5ptvvm7aw1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76kt6nrneaaw1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzhhognf6daw1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtf56aj7yfaw1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjndtn3fzpiaw1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhbh5xarhlaw1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b95nq6j9oaw1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170000","https://www.zillow.com/homedetails/4917-Morgan-Ave-N-Minneapolis-MN-55430/1795916_zpid/","1954"
"Minneapolis",,,"MN","2655 Upton Ave N",,"55411","2","4","USD","Great investment property or owner occupant! Beautiful newly remodeled 4 Bed 2 Bath home will take your breath away! Gorgeous open kitchen with granite peninsula and granite countertops,stainless steel appliances-gas range, dishwasher,microwave,refrigerator. Gorgeous bathrooms. Hardwood floors. Three bedrooms up with a full bath and bedroom and bath on the main level. Master bedroom and upper bath with skylights. Sunny front porch,Deck,Fenced in yard with room for a garden. Laundry with washer and dryer. Garage.Licensed for rental. Buyers to verify all measurements.Great location steps to Theodore Wirth Parkway.","45.007598","1440","-93.314967","https://photos.zillowstatic.com/p_f/ISbxvjpjrvew2o0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r5dbh50g1r51000000000.jpg","https://photos.zillowstatic.com/p_f/ISr59corem07s51000000000.jpg","https://photos.zillowstatic.com/p_f/ISbli5chm3d6651000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9ln2s45i1t51000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uqyx8iza4u51000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvuorkkvafr51000000000.jpg","https://photos.zillowstatic.com/p_f/IS76sn3vlmyu1a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8uxajrlv9v51000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxzahi3pzu2a1000000000.jpg","https://photos.zillowstatic.com/p_f/IS764x6ddw47w51000000000.jpg","https://photos.zillowstatic.com/p_f/ISzb3auscbk04a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrrnlbht6ts51000000000.jpg","https://photos.zillowstatic.com/p_f/ISj32nzo7x7s2a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvk7wjnmipcx51000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq6973mx465a1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jzazyyv7tt51000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzavwxv4aiy51000000000.jpg","https://photos.zillowstatic.com/p_f/ISfkg6se9z2lz51000000000.jpg","https://photos.zillowstatic.com/p_f/ISvshtmiedft061000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1jghmjrr1261000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9k3cqo54a361000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxffbdgpnf361000000000.jpg","https://photos.zillowstatic.com/p_f/ISvs5kj0n39h6a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfo7yu5lr0v3a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb177e4shlp7a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfvp2ofupf561000000000.jpg","https://photos.zillowstatic.com/p_f/ISrx2ac98isyu51000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoaxpwpktyv51000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uyofyogal661000000000.jpg","https://photos.zillowstatic.com/p_f/ISj36iq1tnp09a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzb75l5y129aa1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw8lp9q5d35a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnau4j29popaa1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn6r3dt5nk3ca1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fsq7xa1xbda1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwxzrvpmew761000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhr1kub71nea1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4zmmzu0r4961000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5a8kdvjpb6a1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd0ah30f3da61000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjd7xn46ah7a1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"279000","https://www.zillow.com/homedetails/2655-Upton-Ave-N-Minneapolis-MN-55411/1763885_zpid/","1916"
"Minneapolis",,,"MN","2202 Penn Ave N",,"55411","2","4","USD","Affordable 4 bed, 2 bath home close to public transportation, shopping, and downtown Minneapolis. Freshly painted and landscaped and ready for you to move in. Great opportunity for first-time home buyers!","45.001458","1443","-93.307841","https://photos.zillowstatic.com/p_f/ISb9tlqfgwp3p21000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m87uqptfiab1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvslkux5ard3c1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7yxqbxcyqavb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz7ce847pg2wb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoijoo28nr4c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzf6vbkll7lab1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3j327eqsjdwb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr94jtdhdznab1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uup5o9wmowb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5md4yszpzwb1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rhu0m3er26c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgd138c3taxb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf48tbtnnyo7c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn674oqot209c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjr4p1iv6wlxb1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rdz99in9uzb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxer1e6w30ac1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj327b7d5rqab1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2wc0seazwxb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3d8t7pduo3c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdn0z1yd28yb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrp0z76tawa0c1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzz97nylbq25c1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199900","https://www.zillow.com/homedetails/2202-Penn-Ave-N-Minneapolis-MN-55411/1839305_zpid/","1910"
"Minneapolis",,,"MN","1510 Main St NE",,"55413","2","3","USD","Rare & classic brick mid-century modern home in the heart of desirable Arts District! Custom built & updated inside and out. Features coved ceilings, 2 brick fireplaces, hardwood floors, cedar privacy fence, stamped concrete patio, new windows, updated kitchen and bathrooms. Bus downtown/to light rail is just 1 block away. Easily walk to grocery store, coffee shops, restaurants/bars, parks, and Mississippi River trails! Seller/agent.","45.003176","1813","-93.268002","https://photos.zillowstatic.com/p_f/IS7idc6m9v65cj0000000000.jpg","https://photos.zillowstatic.com/p_f/ISz7w5zam0t0fk0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bhrl2zzn3ik0000000000.jpg","https://photos.zillowstatic.com/p_f/ISny4d30k28s5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrbbtk2bd38k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfs21ltfuzu5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl9zaey2568k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m0p2nbmrx5k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjf7ns7uuw88k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfyckg7ej06k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISb95ba1qmob8k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9w02a36b36k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1utg4isk3fk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4ff3wurf6ik0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnyc3lpqj79ik0000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvrhyxdkc6fk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsar2jmbzbik0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m8fkci3reik0000000000.jpg","https://photos.zillowstatic.com/p_f/ISzf6326evihik0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbpp5gr9c49fk0000000000.jpg","https://photos.zillowstatic.com/p_f/IS333zrulege8k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jntxk54wbfk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISr94rjz9nakik0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvclhfe1wnefk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISn6j5x7xnfhfk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISf0hte1tf7kfk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj32f1t5f2nik0000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uehwuo7zmfk0000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3uoj3zx266k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw0n9oh68h8k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxrc1xupu86k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqyarhdyzj8k0000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rp0jqqhmb6k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISfkwy8b9qrm8k0000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkno0km9ee6k0000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"425000","https://www.zillow.com/homedetails/1510-Main-St-NE-Minneapolis-MN-55413/1830652_zpid/","1956"
"Minneapolis",,,"MN","4612 Camden Ave N",,"55412","2","2","USD","*Seller will review all offers on 9/10/20 Thursday noon.   Great starter home in Camden area.  Beautiful hardwood floor, fresh new paint, potential rooms in upper level that is not included in the sf. Convenience location.","45.038984","1210","-93.288478","https://photos.zillowstatic.com/p_f/ISzb3uhkhqfuqe1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcubzz6xhq8g1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76szgt2p9t8g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzpnymyg1w8g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtnbggu8ty8g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjnlzx9q0l19g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhjnf3msc49g1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bhbxwhk479g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4fzeqdcw99g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnycnwj94oc9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsabed5wff9g1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m8zv61o7i9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzf6nd0xfzk9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr12ckhv6ljye1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr94bvts7rn9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj32zcnoziq9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxzmugkrat9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvzz1brycmye1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rxacagj2w9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkvyt3cbuy9g1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnetmbx73m1ag1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169900","https://www.zillow.com/homedetails/4612-Camden-Ave-N-Minneapolis-MN-55412/1808962_zpid/","1900"
"Minneapolis",,,"MN","4253 James Ave N",,"55412",,"4","USD","Great english tudor style duplex located in the heart of Minneapolis' Webber-Camden neighborhood. Tons of character and old world charm. Spacious living rooms and separate dining rooms Natural woodwork, hardwood floors and coved ceilings throughout. Total of 4 bedrooms, 2 bathrooms and almost 2100 SQ FT finished. Built-in hutches on main level dining room and brick fireplace. Nice size kitchens with plenty of room for storage. Fenced in backyard for privacy- perfect for kids/pets. Double car garage an driveway. Basement has the potential to be finished for additional living space and add more value! Located adjacent to Porter Field, near Patrick Henry High School, Webber Park and close to Victory Memorial Pkwy. This is a rare opportunity to own this gem. Priced aggressively for a quick sale! Don't miss out!","45.033198","2097","-93.301284","https://photos.zillowstatic.com/p_f/ISjv7eyjdomfet1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbpt8xhtvcxfu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbl6w0hr4s4mt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4r82clsnbvu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjzuqukff788u1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3jrwebpn40gu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvcpkw4lfw2gu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn6n8eyg7o5gu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf0lwvrczf8gu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7uikdl8r7bgu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzng8ve4jzdgu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3f4kianwj7mt1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76c7wx4zk7nt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrhewc80brggu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjbcku1w2jjgu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjn57desawfnt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5a8cvruamgu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3z7wtonm2pgu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvs5kbijeurgu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3b1jc1kuflnt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnm38tbf6mugu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfg1wa5bydxgu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7azjsy6q50hu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3x7as2ix2hu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxuvrly9p5hu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrsj9fu1h8hu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISblq7r8qt8bhu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fov82ml0ehu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnywubobezqnt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8mjqvhdsghu1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2k78pd5kjhu1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ms6bb3yiwnt1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwhvpi9xbmhu1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200000","https://www.zillow.com/homedetails/4253-James-Ave-N-Minneapolis-MN-55412/1719430_zpid/","1935"
